OBJECTID,Shape_Length,Shape_Area,centroid_x,centroid_y,dx,dy,bearing_deg,ds_id
444,40,100,1526609.087,5172228.971,-5,-285,181.005086,181
445,40,100,1526619.087,5172228.971,5,-285,178.994914,178
446,40,100,1526629.087,5172228.971,15,-285,176.9872125,176
447,40,100,1526639.087,5172228.971,25,-285,174.9868862,174
448,40,100,1526649.087,5172228.971,35,-285,172.9987324,172
449,40,100,1526659.087,5172228.971,45,-285,171.0273734,171
450,40,100,1526669.087,5172228.971,55,-285,169.0771953,169
451,40,100,1526679.087,5172228.971,65,-285,167.1522951,167
452,40,100,1526689.087,5172228.971,75,-285,165.2564372,165
453,40,100,1526699.087,5172228.971,85,-285,163.3930194,163
454,40,100,1526709.087,5172228.971,95,-285,161.5650512,161
455,40,100,1526719.087,5172228.971,105,-285,159.7751406,159
456,40,100,1526729.087,5172228.971,115,-285,158.025492,158
457,40,100,1526739.087,5172228.971,125,-285,156.3179123,156
458,40,100,1526749.087,5172228.971,135,-285,154.6538241,154
459,40,100,1526759.087,5172228.971,145,-285,153.0342856,153
460,40,100,1526769.087,5172228.971,155,-285,151.4600148,151
461,40,100,1526779.087,5172228.971,165,-285,149.9314172,149
462,40,100,1526789.087,5172228.971,175,-285,148.4486151,148
463,40,100,1526799.087,5172228.971,185,-285,147.0114784,147
464,40,100,1526809.087,5172228.971,195,-285,145.6196553,145
465,40,100,1526819.087,5172228.971,205,-285,144.2726018,144
466,40,100,1526829.087,5172228.971,215,-285,142.9696104,142
467,40,100,1526839.087,5172228.971,225,-285,141.7098368,141
468,40,100,1526849.087,5172228.971,235,-285,140.4923246,140
469,40,100,1526859.087,5172228.971,245,-285,139.3160275,139
470,40,100,1526869.087,5172228.971,255,-285,138.1798301,138
471,40,100,1526879.087,5172228.971,265,-285,137.0825653,137
472,40,100,1526889.087,5172228.971,275,-285,136.0230302,136
473,40,100,1526329.087,5172238.971,-285,-275,226.0230302,226
474,40,100,1526339.087,5172238.971,-275,-275,225,225
475,40,100,1526349.087,5172238.971,-265,-275,223.9390883,223
476,40,100,1526359.087,5172238.971,-255,-275,222.8389205,222
477,40,100,1526369.087,5172238.971,-245,-275,221.6981343,221
478,40,100,1526379.087,5172238.971,-235,-275,220.515394,220
479,40,100,1526389.087,5172238.971,-225,-275,219.2894069,219
480,40,100,1526399.087,5172238.971,-215,-275,218.0189426,218
481,40,100,1526409.087,5172238.971,-205,-275,216.702855,216
482,40,100,1526419.087,5172238.971,-195,-275,215.3401069,215
483,40,100,1526429.087,5172238.971,-185,-275,213.9297974,213
484,40,100,1526439.087,5172238.971,-175,-275,212.4711923,212
485,40,100,1526449.087,5172238.971,-165,-275,210.9637565,210
486,40,100,1526459.087,5172238.971,-155,-275,209.4071891,209
487,40,100,1526469.087,5172238.971,-145,-275,207.8014588,207
488,40,100,1526479.087,5172238.971,-135,-275,206.1468412,206
489,40,100,1526489.087,5172238.971,-125,-275,204.4439548,204
490,40,100,1526499.087,5172238.971,-115,-275,202.6937949,202
491,40,100,1526509.087,5172238.971,-105,-275,200.8977655,200
492,40,100,1526519.087,5172238.971,-95,-275,199.0577045,199
493,40,100,1526529.087,5172238.971,-85,-275,197.1759036,197
494,40,100,1526539.087,5172238.971,-75,-275,195.2551187,195
495,40,100,1526549.087,5172238.971,-65,-275,193.2985703,193
496,40,100,1526559.087,5172238.971,-55,-275,191.3099325,191
497,40,100,1526569.087,5172238.971,-45,-275,189.2933086,189
498,40,100,1526579.087,5172238.971,-35,-275,187.2531946,187
499,40,100,1526589.087,5172238.971,-25,-275,185.1944289,185
500,40,100,1526599.087,5172238.971,-15,-275,183.1221305,183
501,40,100,1526609.087,5172238.971,-5,-275,181.0416267,181
502,40,100,1526619.087,5172238.971,5,-275,178.9583733,178
503,40,100,1526629.087,5172238.971,15,-275,176.8778695,176
504,40,100,1526639.087,5172238.971,25,-275,174.8055711,174
505,40,100,1526649.087,5172238.971,35,-275,172.7468054,172
506,40,100,1526659.087,5172238.971,45,-275,170.7066914,170
507,40,100,1526669.087,5172238.971,55,-275,168.6900675,168
508,40,100,1526679.087,5172238.971,65,-275,166.7014297,166
509,40,100,1526689.087,5172238.971,75,-275,164.7448813,164
510,40,100,1526699.087,5172238.971,85,-275,162.8240964,162
511,40,100,1526709.087,5172238.971,95,-275,160.9422955,160
512,40,100,1526719.087,5172238.971,105,-275,159.1022345,159
513,40,100,1526729.087,5172238.971,115,-275,157.3062051,157
514,40,100,1526739.087,5172238.971,125,-275,155.5560452,155
515,40,100,1526749.087,5172238.971,135,-275,153.8531588,153
516,40,100,1526759.087,5172238.971,145,-275,152.1985412,152
517,40,100,1526769.087,5172238.971,155,-275,150.5928109,150
518,40,100,1526779.087,5172238.971,165,-275,149.0362435,149
519,40,100,1526789.087,5172238.971,175,-275,147.5288077,147
520,40,100,1526799.087,5172238.971,185,-275,146.0702026,146
521,40,100,1526809.087,5172238.971,195,-275,144.6598931,144
522,40,100,1526819.087,5172238.971,205,-275,143.297145,143
523,40,100,1526829.087,5172238.971,215,-275,141.9810574,141
524,40,100,1526839.087,5172238.971,225,-275,140.7105931,140
525,40,100,1526849.087,5172238.971,235,-275,139.484606,139
526,40,100,1526859.087,5172238.971,245,-275,138.3018657,138
527,40,100,1526869.087,5172238.971,255,-275,137.1610795,137
528,40,100,1526879.087,5172238.971,265,-275,136.0609117,136
529,40,100,1526889.087,5172238.971,275,-275,135,135
530,40,100,1526899.087,5172238.971,285,-275,133.9769698,133
531,40,100,1526319.087,5172248.971,-295,-265,228.0664855,228
532,40,100,1526329.087,5172248.971,-285,-265,227.0825653,227
533,40,100,1526339.087,5172248.971,-275,-265,226.0609117,226
534,40,100,1526349.087,5172248.971,-265,-265,225,225
535,40,100,1526359.087,5172248.971,-255,-265,223.8982939,223
536,40,100,1526369.087,5172248.971,-245,-265,222.7542574,222
537,40,100,1526379.087,5172248.971,-235,-265,221.5663696,221
538,40,100,1526389.087,5172248.971,-225,-265,220.3331416,220
539,40,100,1526399.087,5172248.971,-215,-265,219.0531369,219
540,40,100,1526409.087,5172248.971,-205,-265,217.724995,217
541,40,100,1526419.087,5172248.971,-195,-265,216.3474582,216
542,40,100,1526429.087,5172248.971,-185,-265,214.919402,214
543,40,100,1526439.087,5172248.971,-175,-265,213.4398692,213
544,40,100,1526449.087,5172248.971,-165,-265,211.9081069,211
545,40,100,1526459.087,5172248.971,-155,-265,210.3236069,210
546,40,100,1526469.087,5172248.971,-145,-265,208.6861476,208
547,40,100,1526479.087,5172248.971,-135,-265,206.9958384,206
548,40,100,1526489.087,5172248.971,-125,-265,205.2531634,205
549,40,100,1526499.087,5172248.971,-115,-265,203.4590241,203
550,40,100,1526509.087,5172248.971,-105,-265,201.6147789,201
551,40,100,1526519.087,5172248.971,-95,-265,199.7222778,199
552,40,100,1526529.087,5172248.971,-85,-265,197.7838884,197
553,40,100,1526539.087,5172248.971,-75,-265,195.802514,195
554,40,100,1526549.087,5172248.971,-65,-265,193.7815972,193
555,40,100,1526559.087,5172248.971,-55,-265,191.725112,191
556,40,100,1526569.087,5172248.971,-45,-265,189.6375381,189
557,40,100,1526579.087,5172248.971,-35,-265,187.5238204,187
558,40,100,1526589.087,5172248.971,-25,-265,185.3893118,185
559,40,100,1526599.087,5172248.971,-15,-265,183.2397003,183
560,40,100,1526609.087,5172248.971,-5,-265,181.0809242,181
561,40,100,1526619.087,5172248.971,5,-265,178.9190758,178
562,40,100,1526629.087,5172248.971,15,-265,176.7602997,176
563,40,100,1526639.087,5172248.971,25,-265,174.6106882,174
564,40,100,1526649.087,5172248.971,35,-265,172.4761796,172
565,40,100,1526659.087,5172248.971,45,-265,170.3624619,170
566,40,100,1526669.087,5172248.971,55,-265,168.274888,168
567,40,100,1526679.087,5172248.971,65,-265,166.2184028,166
568,40,100,1526689.087,5172248.971,75,-265,164.197486,164
569,40,100,1526699.087,5172248.971,85,-265,162.2161116,162
570,40,100,1526709.087,5172248.971,95,-265,160.2777222,160
571,40,100,1526719.087,5172248.971,105,-265,158.3852211,158
572,40,100,1526729.087,5172248.971,115,-265,156.5409759,156
573,40,100,1526739.087,5172248.971,125,-265,154.7468366,154
574,40,100,1526749.087,5172248.971,135,-265,153.0041616,153
575,40,100,1526759.087,5172248.971,145,-265,151.3138524,151
576,40,100,1526769.087,5172248.971,155,-265,149.6763931,149
577,40,100,1526779.087,5172248.971,165,-265,148.0918931,148
578,40,100,1526789.087,5172248.971,175,-265,146.5601308,146
579,40,100,1526799.087,5172248.971,185,-265,145.080598,145
580,40,100,1526809.087,5172248.971,195,-265,143.6525418,143
581,40,100,1526819.087,5172248.971,205,-265,142.275005,142
582,40,100,1526829.087,5172248.971,215,-265,140.9468631,140
583,40,100,1526839.087,5172248.971,225,-265,139.6668584,139
584,40,100,1526849.087,5172248.971,235,-265,138.4336304,138
585,40,100,1526859.087,5172248.971,245,-265,137.2457426,137
586,40,100,1526869.087,5172248.971,255,-265,136.1017061,136
587,40,100,1526879.087,5172248.971,265,-265,135,135
588,40,100,1526889.087,5172248.971,275,-265,133.9390883,133
589,40,100,1526899.087,5172248.971,285,-265,132.9174347,132
590,40,100,1526909.087,5172248.971,295,-265,131.9335145,131
591,40,100,1526309.087,5172258.971,-305,-255,230.1021653,230
592,40,100,1526319.087,5172258.971,-295,-255,229.1596423,229
593,40,100,1526329.087,5172258.971,-285,-255,228.1798301,228
594,40,100,1526339.087,5172258.971,-275,-255,227.1610795,227
595,40,100,1526349.087,5172258.971,-265,-255,226.1017061,226
596,40,100,1526359.087,5172258.971,-255,-255,225,225
597,40,100,1526369.087,5172258.971,-245,-255,223.8542372,223
598,40,100,1526379.087,5172258.971,-235,-255,222.6626941,222
599,40,100,1526389.087,5172258.971,-225,-255,221.4236656,221
600,40,100,1526399.087,5172258.971,-215,-255,220.1354856,220
601,40,100,1526409.087,5172258.971,-205,-255,218.7965521,218
602,40,100,1526419.087,5172258.971,-195,-255,217.4053566,217
603,40,100,1526429.087,5172258.971,-185,-255,215.9605172,215
604,40,100,1526439.087,5172258.971,-175,-255,214.4608163,214
605,40,100,1526449.087,5172258.971,-165,-255,212.9052429,212
606,40,100,1526459.087,5172258.971,-155,-255,211.293039,211
607,40,100,1526469.087,5172258.971,-145,-255,209.6237488,209
608,40,100,1526479.087,5172258.971,-135,-255,207.897271,207
609,40,100,1526489.087,5172258.971,-125,-255,206.1139126,206
610,40,100,1526499.087,5172258.971,-115,-255,204.2744411,204
611,40,100,1526509.087,5172258.971,-105,-255,202.3801351,202
612,40,100,1526519.087,5172258.971,-95,-255,200.4328287,200
613,40,100,1526529.087,5172258.971,-85,-255,198.4349488,198
614,40,100,1526539.087,5172258.971,-75,-255,196.3895403,196
615,40,100,1526549.087,5172258.971,-65,-255,194.3002774,194
616,40,100,1526559.087,5172258.971,-55,-255,192.1714582,192
617,40,100,1526569.087,5172258.971,-45,-255,190.0079798,190
618,40,100,1526579.087,5172258.971,-35,-255,187.8152935,187
619,40,100,1526589.087,5172258.971,-25,-255,185.5993393,185
620,40,100,1526599.087,5172258.971,-15,-255,183.3664607,183
621,40,100,1526609.087,5172258.971,-5,-255,181.1233027,181
622,40,100,1526619.087,5172258.971,5,-255,178.8766973,178
623,40,100,1526629.087,5172258.971,15,-255,176.6335393,176
624,40,100,1526639.087,5172258.971,25,-255,174.4006607,174
625,40,100,1526649.087,5172258.971,35,-255,172.1847065,172
626,40,100,1526659.087,5172258.971,45,-255,169.9920202,169
627,40,100,1526669.087,5172258.971,55,-255,167.8285418,167
628,40,100,1526679.087,5172258.971,65,-255,165.6997226,165
629,40,100,1526689.087,5172258.971,75,-255,163.6104597,163
630,40,100,1526699.087,5172258.971,85,-255,161.5650512,161
631,40,100,1526709.087,5172258.971,95,-255,159.5671713,159
632,40,100,1526719.087,5172258.971,105,-255,157.6198649,157
633,40,100,1526729.087,5172258.971,115,-255,155.7255589,155
634,40,100,1526739.087,5172258.971,125,-255,153.8860874,153
635,40,100,1526749.087,5172258.971,135,-255,152.102729,152
636,40,100,1526759.087,5172258.971,145,-255,150.3762512,150
637,40,100,1526769.087,5172258.971,155,-255,148.706961,148
638,40,100,1526779.087,5172258.971,165,-255,147.0947571,147
639,40,100,1526789.087,5172258.971,175,-255,145.5391837,145
640,40,100,1526799.087,5172258.971,185,-255,144.0394828,144
641,40,100,1526809.087,5172258.971,195,-255,142.5946434,142
642,40,100,1526819.087,5172258.971,205,-255,141.2034479,141
643,40,100,1526829.087,5172258.971,215,-255,139.8645144,139
644,40,100,1526839.087,5172258.971,225,-255,138.5763344,138
645,40,100,1526849.087,5172258.971,235,-255,137.3373059,137
646,40,100,1526859.087,5172258.971,245,-255,136.1457628,136
647,40,100,1526869.087,5172258.971,255,-255,135,135
648,40,100,1526879.087,5172258.971,265,-255,133.8982939,133
649,40,100,1526889.087,5172258.971,275,-255,132.8389205,132
650,40,100,1526899.087,5172258.971,285,-255,131.8201699,131
651,40,100,1526909.087,5172258.971,295,-255,130.8403577,130
652,40,100,1526919.087,5172258.971,305,-255,129.8978347,129
653,40,100,1526299.087,5172268.971,-315,-245,232.1250163,232
654,40,100,1526309.087,5172268.971,-305,-245,231.2258291,231
655,40,100,1526319.087,5172268.971,-295,-245,230.2900812,230
656,40,100,1526329.087,5172268.971,-285,-245,229.3160275,229
657,40,100,1526339.087,5172268.971,-275,-245,228.3018657,228
658,40,100,1526349.087,5172268.971,-265,-245,227.2457426,227
659,40,100,1526359.087,5172268.971,-255,-245,226.1457628,226
660,40,100,1526369.087,5172268.971,-245,-245,225,225
661,40,100,1526379.087,5172268.971,-235,-245,223.8065106,223
662,40,100,1526389.087,5172268.971,-225,-245,222.5633518,222
663,40,100,1526399.087,5172268.971,-215,-245,221.268603,221
664,40,100,1526409.087,5172268.971,-205,-245,219.9203921,219
665,40,100,1526419.087,5172268.971,-195,-245,218.5169263,218
666,40,100,1526429.087,5172268.971,-185,-245,217.0565282,217
667,40,100,1526439.087,5172268.971,-175,-245,215.5376778,215
668,40,100,1526449.087,5172268.971,-165,-245,213.9590598,213
669,40,100,1526459.087,5172268.971,-155,-245,212.3196165,212
670,40,100,1526469.087,5172268.971,-145,-245,210.6186054,210
671,40,100,1526479.087,5172268.971,-135,-245,208.8556612,208
672,40,100,1526489.087,5172268.971,-125,-245,207.0308603,207
673,40,100,1526499.087,5172268.971,-115,-245,205.1447856,205
674,40,100,1526509.087,5172268.971,-105,-245,203.1985905,203
675,40,100,1526519.087,5172268.971,-95,-245,201.1940565,201
676,40,100,1526529.087,5172268.971,-85,-245,199.1336432,199
677,40,100,1526539.087,5172268.971,-75,-245,197.0205256,197
678,40,100,1526549.087,5172268.971,-65,-245,194.8586144,194
679,40,100,1526559.087,5172268.971,-55,-245,192.6525565,192
680,40,100,1526569.087,5172268.971,-45,-245,190.4077113,190
681,40,100,1526579.087,5172268.971,-35,-245,188.1301024,188
682,40,100,1526589.087,5172268.971,-25,-245,185.826342,185
683,40,100,1526599.087,5172268.971,-15,-245,183.5035316,183
684,40,100,1526609.087,5172268.971,-5,-245,181.1691393,181
685,40,100,1526619.087,5172268.971,5,-245,178.8308607,178
686,40,100,1526629.087,5172268.971,15,-245,176.4964684,176
687,40,100,1526639.087,5172268.971,25,-245,174.173658,174
688,40,100,1526649.087,5172268.971,35,-245,171.8698976,171
689,40,100,1526659.087,5172268.971,45,-245,169.5922887,169
690,40,100,1526669.087,5172268.971,55,-245,167.3474435,167
691,40,100,1526679.087,5172268.971,65,-245,165.1413856,165
692,40,100,1526689.087,5172268.971,75,-245,162.9794744,162
693,40,100,1526699.087,5172268.971,85,-245,160.8663568,160
694,40,100,1526709.087,5172268.971,95,-245,158.8059435,158
695,40,100,1526719.087,5172268.971,105,-245,156.8014095,156
696,40,100,1526729.087,5172268.971,115,-245,154.8552144,154
697,40,100,1526739.087,5172268.971,125,-245,152.9691397,152
698,40,100,1526749.087,5172268.971,135,-245,151.1443388,151
699,40,100,1526759.087,5172268.971,145,-245,149.3813946,149
700,40,100,1526769.087,5172268.971,155,-245,147.6803835,147
701,40,100,1526779.087,5172268.971,165,-245,146.0409402,146
702,40,100,1526789.087,5172268.971,175,-245,144.4623222,144
703,40,100,1526799.087,5172268.971,185,-245,142.9434718,142
704,40,100,1526809.087,5172268.971,195,-245,141.4830737,141
705,40,100,1526819.087,5172268.971,205,-245,140.0796079,140
706,40,100,1526829.087,5172268.971,215,-245,138.731397,138
707,40,100,1526839.087,5172268.971,225,-245,137.4366482,137
708,40,100,1526849.087,5172268.971,235,-245,136.1934894,136
709,40,100,1526859.087,5172268.971,245,-245,135,135
710,40,100,1526869.087,5172268.971,255,-245,133.8542372,133
711,40,100,1526879.087,5172268.971,265,-245,132.7542574,132
712,40,100,1526889.087,5172268.971,275,-245,131.6981343,131
713,40,100,1526899.087,5172268.971,285,-245,130.6839725,130
714,40,100,1526909.087,5172268.971,295,-245,129.7099188,129
715,40,100,1526919.087,5172268.971,305,-245,128.7741709,128
716,40,100,1526929.087,5172268.971,315,-245,127.8749837,127
717,40,100,1526299.087,5172278.971,-315,-235,233.2758928,233
718,40,100,1526309.087,5172278.971,-305,-235,232.3860432,232
719,40,100,1526319.087,5172278.971,-295,-235,231.4588164,231
720,40,100,1526329.087,5172278.971,-285,-235,230.4923246,230
721,40,100,1526339.087,5172278.971,-275,-235,229.484606,229
722,40,100,1526349.087,5172278.971,-265,-235,228.4336304,228
723,40,100,1526359.087,5172278.971,-255,-235,227.3373059,227
724,40,100,1526369.087,5172278.971,-245,-235,226.1934894,226
725,40,100,1526379.087,5172278.971,-235,-235,225,225
726,40,100,1526389.087,5172278.971,-225,-235,223.7546357,223
727,40,100,1526399.087,5172278.971,-215,-235,222.4551956,222
728,40,100,1526409.087,5172278.971,-205,-235,221.0995063,221
729,40,100,1526419.087,5172278.971,-195,-235,219.6854543,219
730,40,100,1526429.087,5172278.971,-185,-235,218.2110254,218
731,40,100,1526439.087,5172278.971,-175,-235,216.6743497,216
732,40,100,1526449.087,5172278.971,-165,-235,215.0737545,215
733,40,100,1526459.087,5172278.971,-155,-235,213.4078246,213
734,40,100,1526469.087,5172278.971,-145,-235,211.6754687,211
735,40,100,1526479.087,5172278.971,-135,-235,209.8759927,209
736,40,100,1526489.087,5172278.971,-125,-235,208.0091767,208
737,40,100,1526499.087,5172278.971,-115,-235,206.0753556,206
738,40,100,1526509.087,5172278.971,-105,-235,204.0754983,204
739,40,100,1526519.087,5172278.971,-95,-235,202.0112832,202
740,40,100,1526529.087,5172278.971,-85,-235,199.8851651,199
741,40,100,1526539.087,5172278.971,-75,-235,197.7004278,197
742,40,100,1526549.087,5172278.971,-65,-235,195.4612177,195
743,40,100,1526559.087,5172278.971,-55,-235,193.1725534,193
744,40,100,1526569.087,5172278.971,-45,-235,190.8403055,190
745,40,100,1526579.087,5172278.971,-35,-235,188.4711446,188
746,40,100,1526589.087,5172278.971,-25,-235,186.0724564,186
747,40,100,1526599.087,5172278.971,-15,-235,183.6522228,183
748,40,100,1526609.087,5172278.971,-5,-235,181.2188752,181
749,40,100,1526619.087,5172278.971,5,-235,178.7811248,178
750,40,100,1526629.087,5172278.971,15,-235,176.3477772,176
751,40,100,1526639.087,5172278.971,25,-235,173.9275436,173
752,40,100,1526649.087,5172278.971,35,-235,171.5288554,171
753,40,100,1526659.087,5172278.971,45,-235,169.1596945,169
